Compound;FC ([BlancoSurrogados] vs [Control]);Log FC ([BlancoSurrogados] vs [Control]);FC (abs) ([BlancoSurrogados] vs [Control]);Regulation ([BlancoSurrogados] vs [Control]);FC ([ControlSurrogados] vs [Control]);Log FC ([ControlSurrogados] vs [Control]);FC (abs) ([ControlSurrogados] vs [Control]);Regulation ([ControlSurrogados] vs [Control]);FC ([Disolventes] vs [Control]);Log FC ([Disolventes] vs [Control]);FC (abs) ([Disolventes] vs [Control]);Regulation ([Disolventes] vs [Control]);FC ([Docusato] vs [Control]);Log FC ([Docusato] vs [Control]);FC (abs) ([Docusato] vs [Control]);Regulation ([Docusato] vs [Control]);FC ([QC] vs [Control]);Log FC ([QC] vs [Control]);FC (abs) ([QC] vs [Control]);Regulation ([QC] vs [Control]);FC ([Tetra+Docu] vs [Control]);Log FC ([Tetra+Docu] vs [Control]);FC (abs) ([Tetra+Docu] vs [Control]);Regulation ([Tetra+Docu] vs [Control]);FC ([Tetraconazol] vs [Control]);Log FC ([Tetraconazol] vs [Control]);FC (abs) ([Tetraconazol] vs [Control]);Regulation ([Tetraconazol] vs [Control]);BLANCOSURRO1_1: Log2(normalized);BLANCOSURRO1_1_neg: Log2(normalized);BLANCOSURRO1_2: Log2(normalized);BLANCOSURRO1_2_neg: Log2(normalized);BLANCOSURRO1_3: Log2(normalized);BLANCOSURRO1_3_neg: Log2(normalized);BLANCOSURRO2_1: Log2(normalized);BLANCOSURRO2_1_neg: Log2(normalized);BLANCOSURRO2_2: Log2(normalized);BLANCOSURRO2_2_neg: Log2(normalized);BLANCOSURRO2_3: Log2(normalized);BLANCOSURRO2_3_neg: Log2(normalized);BLANCOSURRO3_1: Log2(normalized);BLANCOSURRO3_1_neg: Log2(normalized);BLANCOSURRO3_2: Log2(normalized);BLANCOSURRO3_2_neg: Log2(normalized);C54_1_1: Log2(normalized);C54_1_1_neg: Log2(normalized);C54_1_2: Log2(normalized);C54_1_2_neg: Log2(normalized);C54_2_1: Log2(normalized);C54_2_1_neg: Log2(normalized);C54_2_2: Log2(normalized);C54_2_2_neg: Log2(normalized);ControlSurro_1: Log2(normalized);ControlSurro_1_neg: Log2(normalized);ControlSurro_2: Log2(normalized);ControlSurro_2_neg: Log2(normalized);ControlSurro_3: Log2(normalized);ControlSurro_3_neg: Log2(normalized);ControlSurro_4: Log2(normalized);ControlSurro_4_neg: Log2(normalized);ControlSurro_5: Log2(normalized);ControlSurro_5_neg: Log2(normalized);ControlSurro_7: Log2(normalized);ControlSurro_7_neg: Log2(normalized);ControlSurro_8: Log2(normalized);ControlSurro_8_neg: Log2(normalized);ControlSurro_9: Log2(normalized);ControlSurro_9_neg: Log2(normalized);ControlSurro_10: Log2(normalized);ControlSurro_10_neg: Log2(normalized);Disolv_1: Log2(normalized);Disolv_1_neg: Log2(normalized);Disolv_2: Log2(normalized);Disolv_2_neg: Log2(normalized);Disolv_3: Log2(normalized);Disolv_3_neg: Log2(normalized);Disolv_4: Log2(normalized);Disolv_4_neg: Log2(normalized);Disolv_5: Log2(normalized);Disolv_5_neg: Log2(normalized);Disolv_7: Log2(normalized);Disolv_7_neg: Log2(normalized);Disolv_8: Log2(normalized);Disolv_8_neg: Log2(normalized);Disolv_9: Log2(normalized);Disolv_9_neg: Log2(normalized);Disolv_10: Log2(normalized);Disolv_10_neg: Log2(normalized);D54_1_1: Log2(normalized);D54_1_1_neg: Log2(normalized);D54_1_2: Log2(normalized);D54_1_2_neg: Log2(normalized);D54_2_1: Log2(normalized);D54_2_1_neg: Log2(normalized);D54_2_2: Log2(normalized);D54_2_2_neg: Log2(normalized);D54_3_1: Log2(normalized);D54_3_1_neg: Log2(normalized);D54_3_2: Log2(normalized);D54_3_2_neg: Log2(normalized);QCTODOS1_1: Log2(normalized);QCTODOS1_1_neg: Log2(normalized);QCTODOS1_2: Log2(normalized);QCTODOS1_2_neg: Log2(normalized);QCTODOS1_3: Log2(normalized);QCTODOS1_3_neg: Log2(normalized);QCTODOS2_1: Log2(normalized);QCTODOS2_1_neg: Log2(normalized);QCTODOS2_2: Log2(normalized);QCTODOS2_2_neg: Log2(normalized);QCTODOS2_3: Log2(normalized);QCTODOS2_3_neg: Log2(normalized);QCTODOS3_1: Log2(normalized);QCTODOS3_1_neg: Log2(normalized);QCTODOS3_2: Log2(normalized);QCTODOS3_2_neg: Log2(normalized);TD54_1_1: Log2(normalized);TD54_1_1_neg: Log2(normalized);TD54_1_2: Log2(normalized);TD54_1_2_neg: Log2(normalized);TD54_2_1: Log2(normalized);TD54_2_1_neg: Log2(normalized);TD54_2_2: Log2(normalized);TD54_2_2_neg: Log2(normalized);T54_1_1: Log2(normalized);T54_1_1_neg: Log2(normalized);T54_1_2: Log2(normalized);T54_1_2_neg: Log2(normalized);T54_2_1: Log2(normalized);T54_2_1_neg: Log2(normalized);T54_2_2: Log2(normalized);T54_2_2_neg: Log2(normalized);T54_3_1: Log2(normalized);T54_3_1_neg: Log2(normalized);T54_3_2: Log2(normalized);T54_3_2_neg: Log2(normalized);CAS Number;ChEBI ID;Compound Name;KEGG ID;Mass;Retention Time;HMP ID;Formula;Frequency;Ionization mode;LMP ID
C13 H25 N7 O12;-9,311307;-3,2189837;9,311307;down;-9,311307;-3,2189837;9,311307;down;-9,311307;-3,2189837;9,311307;down;3,0433102;1,6056414;3,0433102;up;21,300327;4,4128036;21,300327;up;4,788686;2,2596297;4,788686;up;13,031737;3,7039576;13,031737;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,76425;0;0;0;12,987619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,919468;0;16,053501;0;0;0;0;0;13,406338;0;12,516192;0;15,826076;0;15,213826;0;14,818682;0;15,72909;0;15,148239;0;14,694468;0;15,636908;0;15,041316;0;12,886649;0;0;0;15,867616;0;15,074642;0;14,793552;0;14,906655;0;14,313875;0;13,524787;0;12,782998;0;12,753426;;;C13 H25 N7 O12;;471,1551;10,358997;;C13 H25 N7 O12;23;Esi-;
> limit Esi-1.2619997;-130,21465;-7,024748;130,21465;down;-130,21465;-7,024748;130,21465;down;-130,21465;-7,024748;130,21465;down;-1,0452476;-0,06384468;1,0452476;down;-1,2155266;-0,2815814;1,2155266;down;-1,0144613;-0,020713806;1,0144613;down;-1,0438277;-0,06188345;1,0438277;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,557583;0;13,569382;0;14,563971;0;13,5070505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,249113;0;13,255767;0;14,510825;0;13,47548;0;14,490476;0;13,549183;0;14,446566;0;13,457124;0;13,003517;0;14,165614;0;13,313591;0;12,7243;0;13,696968;0;13,08298;0;14,4211445;0;13,447341;0;14,614365;0;13,549423;0;14,26371;0;13,2579775;0;14,530954;0;13,478137;0;14,482619;0;13,540976;;;> limit Esi-1.2619997;;1628,4858;1,2619997;;> limit;28;Esi-;
C26 H36 N17 O6;-173,89307;-7,4420567;173,89307;down;-173,89307;-7,4420567;173,89307;down;-173,89307;-7,4420567;173,89307;down;-5,887853;-2,5577416;5,887853;down;-1,02348;-0,03348303;1,02348;down;-4,645868;-2,215948;4,645868;down;-7,2352457;-2,855042;7,2352457;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,962263;0;14,1325;0;15,719202;0;14,7224865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,831901;0;0;0;16,815157;0;16,16828;0;12,796445;0;0;0;14,767719;0;14,269491;0;13,456354;0;16,357037;0;15,760097;0;15,347725;0;14,540613;0;14,038147;0;12,902941;0;0;0;14,84009;0;14,065836;0;14,670435;0;13,888363;0;0;0;0;0;13,910548;0;12,574829;;;C26 H36 N17 O6;;682,3024;18,748995;;C26 H36 N17 O6;23;Esi-;
> limit Esi-1.3050001;-113,87953;-6,8313646;113,87953;down;-113,87953;-6,8313646;113,87953;down;-113,87953;-6,8313646;113,87953;down;-2,5949576;-1,375711;2,5949576;down;-6,4657073;-2,6928082;6,4657073;down;-3,724614;-1,8970909;3,724614;down;-11,70503;-3,5490568;11,70503;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,839795;0;12,816184;0;14,616778;0;13,378159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,305491;0;0;0;13,660218;0;12,5068035;0;13,54412;0;12,451211;0;14,325937;0;0;0;0;0;13,356176;0;13,103288;0;0;0;13,0769825;0;12,354525;0;13,648357;0;12,794821;0;13,031012;0;0;0;13,188435;0;0;0;13,060189;0;0;0;13,139071;0;0;;;> limit Esi-1.3050001;;1366,3301;1,3050001;;> limit;20;Esi-;
C13 H27 N2 O2 Esi-13.669003;-126,84231;-6,986892;126,84231;down;-126,84231;-6,986892;126,84231;down;-126,84231;-6,986892;126,84231;down;-4,8198113;-2,2689767;4,8198113;down;-72,60103;-6,181918;72,60103;down;-3,7804742;-1,9185672;3,7804742;down;-6,0390606;-2,594324;6,0390606;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,355903;0;13,915505;0;14,056723;0;13,567005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,704876;0;14,217654;0;14,038489;0;13,653964;0;0;0;0;0;0;0;12,879582;0;0;0;0;0;0;0;0;0;14,189362;0;13,797864;0;12,559377;0;0;0;0;0;0;0;13,413495;0;13,127672;0;13,227315;0;12,942331;;;C13 H27 N2 O2 Esi-13.669003;;243,2073;13,669003;;C13 H27 N2 O2;16;Esi-;
C26 H19 N4 O5;-274,0594;-8,098345;274,0594;down;-274,0594;-8,098345;274,0594;down;-274,0594;-8,098345;274,0594;down;-1,1729892;-0,2301898;1,1729892;down;1,0735053;0,102329254;1,0735053;up;-1,0165625;-0,023698807;1,0165625;down;1,0053335;0,007674217;1,0053335;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,05558;0;15,5946455;0;16,80215;0;16,33438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,079694;0;15,050826;0;15,779027;0;15,2705145;0;16,824585;0;16,413216;0;16,268122;0;16,254015;0;16,213047;0;16,662489;0;16,600088;0;16,457558;0;16,415577;0;16,339884;0;16,069576;0;15,655111;0;16,547813;0;16,324673;0;16,35073;0;16,130228;0;16,64892;0;16,203997;0;16,13927;0;15,799079;;;C26 H19 N4 O5;;467,1358;10,6830015;;C26 H19 N4 O5;28;Esi-;
C32 H52 N2 O30;-250,30191;-7,9675255;250,30191;down;-250,30191;-7,9675255;250,30191;down;-250,30191;-7,9675255;250,30191;down;-1,1825612;-0,24191475;1,1825612;down;-1,2266475;-0,29472065;1,2266475;down;-1,0517119;-0,0727396;1,0517119;down;-1,0653516;-0,091329575;1,0653516;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,268633;0;15,608602;0;16,272848;0;15,590118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,114596;0;14,5484;0;16,225697;0;15,631177;0;15,8811865;0;15,306275;0;15,936753;0;15,449181;0;15,077274;0;15,713171;0;15,198483;0;14,865491;0;15,484098;0;15,040418;0;16,350317;0;15,77502;0;15,807555;0;15,225395;0;15,915692;0;15,327622;0;16,3951;0;15,738118;0;15,900796;0;15,237023;;;C32 H52 N2 O30;;944,2618;1,2520002;;C32 H52 N2 O30;28;Esi-;
C12 H10 N2 O15;-147,15755;-7,2012177;147,15755;down;-147,15755;-7,2012177;147,15755;down;-147,15755;-7,2012177;147,15755;down;1,0772982;0,10741758;1,0772982;up;1,0746455;0,103860855;1,0746455;up;-1,07964;-0,1105504;1,07964;down;-1,0606717;-0,0849781;1,0606717;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,443333;0;14,033422;0;14,80186;0;14,331127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,081942;0;14,782025;0;14,699627;0;14,246296;0;14,6907625;0;14,202966;0;15,017677;0;14,686829;0;14,257977;0;14,879152;0;14,619017;0;14,194449;0;14,800547;0;14,425609;0;13,9181185;0;13,372185;0;14,920445;0;14,514591;0;14,581436;0;14,220606;0;14,142905;0;13,675076;0;14,6308365;0;14,144021;;;C12 H10 N2 O15;;422,0093;1,5639995;;C12 H10 N2 O15;28;Esi-;
C14 H21 N O2 Esi-13.802998;-140,92842;-7,1388187;140,92842;down;-140,92842;-7,1388187;140,92842;down;-140,92842;-7,1388187;140,92842;down;-4,955406;-2,3090034;4,955406;down;-81,059586;-6,340911;81,059586;down;-3,9612865;-1,9859691;3,9612865;down;-3,0903647;-1,6277771;3,0903647;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,636794;0;14,125817;0;14,457958;0;13,889979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,1189;0;14,609467;0;14,3583765;0;13,871039;0;0;0;0;0;0;0;12,766529;0;0;0;0;0;0;0;0;0;14,483501;0;13,947728;0;12,79157;0;0;0;12,568668;0;0;0;13,670656;0;13,281785;0;13,515823;0;13,095563;;;C14 H21 N O2 Esi-13.802998;;235,1576;13,802998;;C14 H21 N O2;17;Esi-;
C14 H N O4 S3;-1;0;1;down;-1;0;1;down;-1;0;1;down;4,9825664;2,316889;4,9825664;up;90,238716;6,4956746;90,238716;up;9,168736;3,196723;9,168736;up;-1;0;1;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,2160635;0;13,586605;0;0;0;0;0;0;0;0;0;13,224605;0;13,152127;0;12,812377;0;13,364271;0;12,5437565;0;12,746094;0;13,26898;0;12,818583;0;0;0;0;0;13,055621;0;12,518162;0;0;0;0;0;0;0;0;0;0;0;0;;;C14 H N O4 S3;;342,9087;1,5369998;;C14 H N O4 S3;12;Esi-;
C8 H10 N3 O6 S;-197,52347;-7,6258802;197,52347;down;-197,52347;-7,6258802;197,52347;down;-197,52347;-7,6258802;197,52347;down;1,1824967;0,24183607;1,1824967;up;1,2619425;0,33564615;1,2619425;up;-1,0078784;-0,011321545;1,0078784;down;1,1454332;0,19589329;1,1454332;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,786193;0;15,320555;0;15,299745;0;14,600553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,179045;0;16,684433;0;14,774426;0;14,150858;0;16,08682;0;15,537006;0;16,523087;0;15,956014;0;15,4937;0;16,397224;0;15,805416;0;15,377549;0;16,134106;0;15,69732;0;14,747511;0;14,008254;0;16,42259;0;15,738118;0;16,344936;0;15,793299;0;15,525246;0;14,909237;0;15,990281;0;15,298278;;;C8 H10 N3 O6 S;;276,0301;1,3650001;;C8 H10 N3 O6 S;28;Esi-;
C14 H22 N3 O14;-479,34564;-8,9049225;479,34564;down;-479,34564;-8,9049225;479,34564;down;-479,34564;-8,9049225;479,34564;down;-1,100734;-0,13846588;1,100734;down;-1,3193698;-0,39984894;1,3193698;down;-1,1083742;-0,14844513;1,1083742;down;-1,1190292;-0,16224766;1,1190292;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,116232;0;17,473255;0;18,128584;0;17,521309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,313387;0;16,870413;0;18,174599;0;17,527393;0;17,931879;0;17,379818;0;17,488005;0;17,048103;0;16,686651;0;17,357174;0;16,931175;0;16,518608;0;17,252556;0;16,798903;0;18,137552;0;17,553698;0;17,488405;0;16,872158;0;17,677017;0;17,13051;0;17,843853;0;17,29339;0;17,7586;0;17,208721;;;C14 H22 N3 O14;;456,1095;1,282;;C14 H22 N3 O14;28;Esi-;
2-Ketobutyric acid;-254,41187;-7,991022;254,41187;down;-254,41187;-7,991022;254,41187;down;-254,41187;-7,991022;254,41187;down;1,0556751;0,07816601;1,0556751;up;-1,0722078;-0,10058451;1,0722078;down;-1,0533856;-0,075033665;1,0533856;down;-1,1314561;-0,1781807;1,1314561;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,138552;0;15,686392;0;16,298117;0;15,805114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,357002;0;15,945283;0;16,636908;0;16,182161;0;16,064764;0;15,644137;0;16,091373;0;15,828781;0;15,512092;0;16,084124;0;15,705903;0;15,424429;0;15,961495;0;15,6388035;0;16,158886;0;15,72893;0;15,965243;0;15,474846;0;15,901243;0;15,473642;0;15,554439;0;15,062257;0;16,112358;0;15,650154;;;2-Ketobutyric acid;C00109;148,037;1,521;HMDB00005;C4 H6 O3;28;Esi-;LMFA01060002
C16 H19 N2 O9;-196,69017;-7,619781;196,69017;down;-196,69017;-7,619781;196,69017;down;-196,69017;-7,619781;196,69017;down;-1,1062332;-0,14565563;1,1062332;down;1,002265;0,00326395;1,002265;up;-1,1821922;-0,24146461;1,1821922;down;-1,7196625;-0,7821255;1,7196625;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,395333;0;14,929767;0;15,500126;0;15,133021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,911299;0;14,626622;0;15,406039;0;15,105867;0;14,936638;0;14,703039;0;15,449503;0;15,312033;0;15,092716;0;15,458406;0;15,304102;0;15,030366;0;15,303959;0;15,017635;0;14,640188;0;14,437947;0;15,163453;0;14,784942;0;13,959821;0;13,582848;0;13,755096;0;13,408065;0;13,8997345;0;13,446308;;;C16 H19 N2 O9;;383,1089;6,7960014;;C16 H19 N2 O9;28;Esi-;
C21 H42 N2 O25;-207,8189;-7,699183;207,8189;down;-207,8189;-7,699183;207,8189;down;-207,8189;-7,699183;207,8189;down;-1,0506287;-0,07125282;1,0506287;down;-1,0831867;-0,11528206;1,0831867;down;-1,105901;-0,14522219;1,105901;down;1,1057273;0,14499569;1,1057273;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,723821;0;14,929213;0;15,902022;0;15,038405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,899027;0;15,074058;0;15,36697;0;14,66883;0;15,627392;0;14,898885;0;15,941758;0;15,255619;0;14,649817;0;15,609005;0;15,013279;0;14,543274;0;15,450792;0;14,878866;0;15,312882;0;14,590528;0;15,681513;0;14,846765;0;16,725153;0;15,951672;0;15,729568;0;14,952742;0;15,757989;0;15,013018;;;C21 H42 N2 O25;;722,207;1,2579998;;C21 H42 N2 O25;28;Esi-;
C6 H4 N O7 S2;-58,95841;-5,8816257;58,95841;down;-37,800102;-5,2403183;37,800102;down;-182,67084;-7,5131025;182,67084;down;-1,0704062;-0,09815836;1,0704062;down;-1,1304107;-0,17684698;1,1304107;down;-1,1086564;-0,1488123;1,1086564;down;-1,0968459;-0,13336086;1,0968459;down;0;13,399945;0;12,703687;0;0;0;0;0;0;0;0;0;0;0;0;0;15,260405;0;14,649257;0;15,394865;0;14,800293;0;14,327342;0;13,259302;0;13,323477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,860553;0;14,578431;0;15,121979;0;14,655419;0;15,046825;0;14,716124;0;15,068695;0;14,727123;0;14,287785;0;14,994618;0;14,594732;0;14,39627;0;14,746357;0;14,564507;0;15,203195;0;14,667556;0;14,881496;0;14,162076;0;15,039348;0;14,524052;0;15,009435;0;14,663669;0;14,910876;0;14,409524;;;C6 H4 N O7 S2;;265,9424;1,15;;C6 H4 N O7 S2;33;Esi-;
C21 H30 O25;-266,73215;-8,059248;266,73215;down;-266,73215;-8,059248;266,73215;down;-266,73215;-8,059248;266,73215;down;-1,3637817;-0,44761276;1,3637817;down;-1,4255296;-0,511498;1,4255296;down;-5,210415;-2,3813982;5,210415;down;-1,2823732;-0,35881615;1,2823732;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,2303;0;15,487274;0;16,772327;0;15,984084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,282074;0;14,254364;0;15,913497;0;15,13266;0;15,782384;0;14,974638;0;16,16877;0;15,120966;0;14,267737;0;15,708949;0;14,961133;0;13,940681;0;15,619246;0;14,976519;0;16,106256;0;0;0;15,147244;0;14,169298;0;15,750079;0;14,896285;0;15,786168;0;15,046143;0;15,775173;0;15,151333;;;C21 H30 O25;;682,1111;1,354;;C21 H30 O25;27;Esi-;
C20 H24 N7 O16 S;-9,162639;-3,195763;9,162639;down;-9,162639;-3,195763;9,162639;down;-9,162639;-3,195763;9,162639;down;-2,131531;-1,0918901;2,131531;down;5,927651;2,5674605;5,927651;up;3,00167;1,5857654;3,00167;up;10,219968;3,3533187;10,219968;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,084808;0;12,481296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,94013;0;12,306347;0;0;0;0;0;0;0;0;0;13,851749;0;13,25015;0;12,963077;0;13,033767;0;12,571753;0;0;0;13,483942;0;13,057146;0;12,881687;0;12,385054;0;12,985487;0;0;0;13,601539;0;13,1062355;0;13,208844;0;12,69827;0;13,207776;0;12,766322;;;C20 H24 N7 O16 S;;650,1021;2,0869994;;C20 H24 N7 O16 S;20;Esi-;
<none> Esi-1.0839998;-34,247257;-5,0979166;34,247257;down;-34,247257;-5,0979166;34,247257;down;-34,247257;-5,0979166;34,247257;down;3,0272987;1,598031;3,0272987;up;3,4727755;1,7960892;3,4727755;up;3,5839887;1,8415661;3,5839887;up;3,2893913;1,7178206;3,2893913;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,1204;0;13,635718;0;13,027215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,190364;0;13,647683;0;13,156082;0;12,647908;0;13,62685;0;13,082482;0;14,234443;0;13,873252;0;13,476493;0;14,092756;0;13,677059;0;13,299923;0;14,009916;0;13,640245;0;13,512616;0;12,977101;0;14,753948;0;14,272192;0;13,564387;0;12,979961;0;13,913824;0;13,585432;0;14,078901;0;13,666334;;;<none> Esi-1.0839998;;403,9254;1,0839998;;<none>;27;Esi-;
C21 H20 N4 O;-91,1755;-6,5105743;91,1755;down;-91,1755;-6,5105743;91,1755;down;-91,1755;-6,5105743;91,1755;down;-4,0149555;-2,005384;4,0149555;down;-1,431604;-0,5176325;1,431604;down;-3,3881507;-1,760498;3,3881507;down;-10,035155;-3,326991;10,035155;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,281495;0;12,878626;0;13,208082;0;12,716391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,379919;0;13,837727;0;13,164279;0;12,680359;0;13,555787;0;12,915319;0;0;0;14,657822;0;14,480916;0;13,7806425;0;13,5207405;0;12,975847;0;12,937005;0;12,429929;0;12,633677;0;0;0;0;0;0;0;12,720885;0;0;0;12,929443;0;12,55267;;;C21 H20 N4 O;;344,1631;13,595998;;C21 H20 N4 O;21;Esi-;
C14 H13 N4 O11 S;-140,35703;-7,1329575;140,35703;down;-140,35703;-7,1329575;140,35703;down;-140,35703;-7,1329575;140,35703;down;1,0392162;0,05549574;1,0392162;up;1,1753317;0,23306799;1,1753317;up;1,0094376;0,013551712;1,0094376;up;1,1088378;0,14904833;1,1088378;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,691034;0;14,128881;0;14,411445;0;13,832296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,372594;0;14,762071;0;14,149985;0;13,519391;0;14,528698;0;13,928703;0;15,117967;0;14,900679;0;14,411114;0;15,112725;0;14,419104;0;14,174537;0;15,187623;0;14,5326605;0;13,9334135;0;13,462246;0;15,224944;0;14,551469;0;15,197371;0;14,5786085;0;14,577959;0;14,06407;0;14,7447815;0;14,221285;;;C14 H13 N4 O11 S;;445,0322;1,6679995;;C14 H13 N4 O11 S;28;Esi-;
C18 H2 N2 O2 S2;-100,02627;-6,644235;100,02627;down;-100,02627;-6,644235;100,02627;down;-100,02627;-6,644235;100,02627;down;1,1006736;0,13838673;1,1006736;up;1,0647348;0,090494156;1,0647348;up;1,0035571;0,005122662;1,0035571;up;1,02099;0,029968739;1,02099;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,473326;0;12,625709;0;13,873541;0;13,181308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,110647;0;13,559378;0;13,704335;0;13,166007;0;13,735239;0;13,115856;0;13,967226;0;13,476747;0;13,256651;0;13,845881;0;13,288578;0;13,084974;0;13,741362;0;13,094243;0;13,206252;0;12,699139;0;13,953105;0;13,336367;0;13,781769;0;13,10689;0;13,222492;0;12,605017;0;14,010004;0;13,364271;;;C18 H2 N2 O2 S2;;341,9535;1,0949998;;C18 H2 N2 O2 S2;28;Esi-;
> limit Esi-1.3099998;-127,63719;-6,995905;127,63719;down;-127,63719;-6,995905;127,63719;down;-127,63719;-6,995905;127,63719;down;1,0571759;0,080215454;1,0571759;up;-1,1523;-0,20451641;1,1523;down;-1,0265555;-0,037811756;1,0265555;down;-1,0157819;-0,022590637;1,0157819;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,55435;0;13,388824;0;14,591522;0;13,432541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,092427;0;14,064405;0;14,310115;0;13,259155;0;14,629755;0;13,557584;0;14,695392;0;13,558779;0;12,7893305;0;14,276851;0;13,491102;0;12,826946;0;13,872482;0;13,151333;0;14,042685;0;12,895386;0;14,842694;0;13,883979;0;14,536915;0;13,137632;0;14,21614;0;13,245997;0;14,752537;0;13,790553;;;> limit Esi-1.3099998;;1844,6003;1,3099998;;> limit;28;Esi-;
